backend,selected_kernel,work_group_size,cl_compiler_options,matrix_dimensions,elapsed_s
   cuBLAS, 6,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 6,32,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 6,32,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL1.2,1024,0.00138
   cuBLAS, 6,32,-cl-std=CL1.2,2048,0.00545
   clBlas, 6,32,-cl-std=CL1.2,2048,0.01800
myGEMM.cu, 6,32,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,32,-cl-std=CL1.2,2048,0.00827
   cuBLAS, 6,32,-cl-std=CL1.2,4096,0.02549
   clBlas, 6,32,-cl-std=CL1.2,4096,0.07834
myGEMM.cu, 6,32,-cl-std=CL1.2,4096,0.03528
myGEMM.cl, 6,32,-cl-std=CL1.2,4096,0.04199
   cuBLAS, 7,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 7,16,-cl-std=CL1.2,1024,0.00334
myGEMM.cu, 7,16,-cl-std=CL1.2,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,16,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 7,16,-cl-std=CL1.2,2048,0.00747
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,0.00659
   cuBLAS, 7,16,-cl-std=CL1.2,4096,0.02457
   clBlas, 7,16,-cl-std=CL1.2,4096,0.08046
myGEMM.cu, 7,16,-cl-std=CL1.2,4096,0.03809
myGEMM.cl, 7,16,-cl-std=CL1.2,4096,0.03913
   cuBLAS, 7,32,-cl-std=CL1.2,1024,0.00099
   clBlas, 7,32,-cl-std=CL1.2,1024,0.00373
myGEMM.cu, 7,32,-cl-std=CL1.2,1024,0.00138
myGEMM.cl, 7,32,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 7,32,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 7,32,-cl-std=CL1.2,2048,0.00748
myGEMM.cl, 7,32,-cl-std=CL1.2,2048,0.00636
   cuBLAS, 7,32,-cl-std=CL1.2,4096,0.03325
   clBlas, 7,32,-cl-std=CL1.2,4096,0.07778
myGEMM.cu, 7,32,-cl-std=CL1.2,4096,0.03827
myGEMM.cl, 7,32,-cl-std=CL1.2,4096,0.04067

 7
   cuBLAS, 3,16,-cl-std=CL2.0,1024,0.00095
   clBlas, 3,16,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 3,16,-cl-std=CL2.0,1024,0.00233
myGEMM.cl, 3,16,-cl-std=CL2.0,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 3,16,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 3,16,-cl-std=CL2.0,2048,0.01744
myGEMM.cl, 3,16,-cl-std=CL2.0,2048,0.01849
   cuBLAS, 3,16,-cl-std=CL2.0,4096,0.04100
   clBlas, 3,16,-cl-std=CL2.0,4096,0.07943
myGEMM.cu, 3,16,-cl-std=CL2.0,4096,0.14458
myGEMM.cl, 3,16,-cl-std=CL2.0,4096,0.14367
   cuBLAS, 3,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 3,32,-cl-std=CL2.0,1024,0.00413
myGEMM.cu, 3,32,-cl-std=CL2.0,1024,0.00184
myGEMM.cl, 3,32,-cl-std=CL2.0,1024,0.00181
   cuBLAS, 3,32,-cl-std=CL2.0,2048,0.00540
   clBlas, 3,32,-cl-std=CL2.0,2048,0.01805
myGEMM.cu, 3,32,-cl-std=CL2.0,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL2.0,2048,0.01177
   cuBLAS, 3,32,-cl-std=CL2.0,4096,0.03241
   clBlas, 3,32,-cl-std=CL2.0,4096,0.08796
myGEMM.cu, 3,32,-cl-std=CL2.0,4096,0.08706
myGEMM.cl, 3,32,-cl-std=CL2.0,4096,0.09305
   cuBLAS, 4,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 4,16,-cl-std=CL2.0,1024,0.00344
myGEMM.cu, 4,16,-cl-std=CL2.0,1024,0.00302
myGEMM.cl, 4,16,-cl-std=CL2.0,1024,0.00284
   cuBLAS, 4,16,-cl-std=CL2.0,2048,0.00540
   clBlas, 4,16,-cl-std=CL2.0,2048,0.01863
myGEMM.cu, 4,16,-cl-std=CL2.0,2048,0.02258
myGEMM.cl, 4,16,-cl-std=CL2.0,2048,0.01683
   cuBLAS, 4,16,-cl-std=CL2.0,4096,0.02446
   clBlas, 4,16,-cl-std=CL2.0,4096,0.07927
myGEMM.cu, 4,16,-cl-std=CL2.0,4096,0.16345
myGEMM.cl, 4,16,-cl-std=CL2.0,4096,0.16144
   cuBLAS, 4,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 4,32,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 4,32,-cl-std=CL2.0,1024,0.00245
myGEMM.cl, 4,32,-cl-std=CL2.0,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 4,32,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 4,32,-cl-std=CL2.0,2048,0.01837
myGEMM.cl, 4,32,-cl-std=CL2.0,2048,0.01817
   cuBLAS, 4,32,-cl-std=CL2.0,4096,0.02680
   clBlas, 4,32,-cl-std=CL2.0,4096,0.07736
myGEMM.cu, 4,32,-cl-std=CL2.0,4096,0.11361
myGEMM.cl, 4,32,-cl-std=CL2.0,4096,0.11213
   cuBLAS, 5,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 5,16,-cl-std=CL2.0,1024,0.00328
myGEMM.cu, 5,16,-cl-std=CL2.0,1024,0.00312
myGEMM.cl, 5,16,-cl-std=CL2.0,1024,0.00471
   cuBLAS, 5,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 5,16,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 5,16,-cl-std=CL2.0,2048,0.02352
myGEMM.cl, 5,16,-cl-std=CL2.0,2048,0.03545
   cuBLAS, 5,16,-cl-std=CL2.0,4096,0.02613
   clBlas, 5,16,-cl-std=CL2.0,4096,0.07839
myGEMM.cu, 5,16,-cl-std=CL2.0,4096,0.17103
myGEMM.cl, 5,16,-cl-std=CL2.0,4096,0.23574
   cuBLAS, 5,32,-cl-std=CL2.0,1024,0.00095
   clBlas, 5,32,-cl-std=CL2.0,1024,0.00347
myGEMM.cu, 5,32,-cl-std=CL2.0,1024,0.00270
myGEMM.cl, 5,32,-cl-std=CL2.0,1024,0.00430
   cuBLAS, 5,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 5,32,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 5,32,-cl-std=CL2.0,2048,0.01853
myGEMM.cl, 5,32,-cl-std=CL2.0,2048,0.02780
   cuBLAS, 5,32,-cl-std=CL2.0,4096,0.03652
   clBlas, 5,32,-cl-std=CL2.0,4096,0.07778
myGEMM.cu, 5,32,-cl-std=CL2.0,4096,0.12315
myGEMM.cl, 5,32,-cl-std=CL2.0,4096,0.18444
   cuBLAS, 6,16,-cl-std=CL2.0,1024,0.00095
   clBlas, 6,16,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 6,16,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL2.0,1024,0.00138
   cuBLAS, 6,16,-cl-std=CL2.0,2048,0.00540
   clBlas, 6,16,-cl-std=CL2.0,2048,0.01802
myGEMM.cu, 6,16,-cl-std=CL2.0,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL2.0,2048,0.00822
   cuBLAS, 6,16,-cl-std=CL2.0,4096,0.02530
   clBlas, 6,16,-cl-std=CL2.0,4096,0.08038
myGEMM.cu, 6,16,-cl-std=CL2.0,4096,0.03274
myGEMM.cl, 6,16,-cl-std=CL2.0,4096,0.04090
   cuBLAS, 6,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 6,32,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 6,32,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL2.0,1024,0.00137
   cuBLAS, 6,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 6,32,-cl-std=CL2.0,2048,0.01804
myGEMM.cu, 6,32,-cl-std=CL2.0,2048,0.00697
myGEMM.cl, 6,32,-cl-std=CL2.0,2048,0.00822
   cuBLAS, 6,32,-cl-std=CL2.0,4096,0.04162
   clBlas, 6,32,-cl-std=CL2.0,4096,0.07954
myGEMM.cu, 6,32,-cl-std=CL2.0,4096,0.03461
myGEMM.cl, 6,32,-cl-std=CL2.0,4096,0.04158
   cuBLAS, 7,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 7,16,-cl-std=CL2.0,1024,0.00340
myGEMM.cu, 7,16,-cl-std=CL2.0,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL2.0,1024,0.00136
   cuBLAS, 7,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 7,16,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 7,16,-cl-std=CL2.0,2048,0.00748
myGEMM.cl, 7,16,-cl-std=CL2.0,2048,0.00815
   cuBLAS, 7,16,-cl-std=CL2.0,4096,0.02672
   clBlas, 7,16,-cl-std=CL2.0,4096,0.08215
myGEMM.cu, 7,16,-cl-std=CL2.0,4096,0.03714
myGEMM.cl, 7,16,-cl-std=CL2.0,4096,0.04025
   cuBLAS, 7,32,-cl-std=CL2.0,1024,0.00095
   clBlas, 7,32,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 7,32,-cl-std=CL2.0,1024,0.00136
myGEMM.cl, 7,32,-cl-std=CL2.0,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 7,32,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 7,32,-cl-std=CL2.0,2048,0.00749
myGEMM.cl, 7,32,-cl-std=CL2.0,2048,0.00601
   cuBLAS, 7,32,-cl-std=CL2.0,4096,0.03180
   clBlas, 7,32,-cl-std=CL2.0,4096,0.07737
myGEMM.cu, 7,32,-cl-std=CL2.0,4096,0.03931
myGEMM.cl, 7,32,-cl-std=CL2.0,4096,0.03911
   cuBLAS, 3,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 3,16,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 3,16,-cl-std=CL1.2,1024,0.00233
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 3,16,-cl-std=CL1.2,2048,0.01793
myGEMM.cu, 3,16,-cl-std=CL1.2,2048,0.01675
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,0.01774
   cuBLAS, 3,16,-cl-std=CL1.2,4096,0.03976
   clBlas, 3,16,-cl-std=CL1.2,4096,0.07762
myGEMM.cu, 3,16,-cl-std=CL1.2,4096,0.14501
myGEMM.cl, 3,16,-cl-std=CL1.2,4096,0.14652
   cuBLAS, 3,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 3,32,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 3,32,-cl-std=CL1.2,1024,0.00181
myGEMM.cl, 3,32,-cl-std=CL1.2,1024,0.00182
   cuBLAS, 3,32,-cl-std=CL1.2,2048,0.00537
   clBlas, 3,32,-cl-std=CL1.2,2048,0.01800
myGEMM.cu, 3,32,-cl-std=CL1.2,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL1.2,2048,0.01034
   cuBLAS, 3,32,-cl-std=CL1.2,4096,0.03223
   clBlas, 3,32,-cl-std=CL1.2,4096,0.07821
myGEMM.cu, 3,32,-cl-std=CL1.2,4096,0.08768
myGEMM.cl, 3,32,-cl-std=CL1.2,4096,0.09181
   cuBLAS, 4,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 4,16,-cl-std=CL1.2,1024,0.00337
myGEMM.cu, 4,16,-cl-std=CL1.2,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.00284
   cuBLAS, 4,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 4,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 4,16,-cl-std=CL1.2,2048,0.02257
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,0.01539
   cuBLAS, 4,16,-cl-std=CL1.2,4096,0.02724
   clBlas, 4,16,-cl-std=CL1.2,4096,0.07773
myGEMM.cu, 4,16,-cl-std=CL1.2,4096,0.16652
myGEMM.cl, 4,16,-cl-std=CL1.2,4096,0.16123
   cuBLAS, 4,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 4,32,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 4,32,-cl-std=CL1.2,1024,0.00244
myGEMM.cl, 4,32,-cl-std=CL1.2,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 4,32,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 4,32,-cl-std=CL1.2,2048,0.01837
myGEMM.cl, 4,32,-cl-std=CL1.2,2048,0.01818
   cuBLAS, 4,32,-cl-std=CL1.2,4096,0.02504
   clBlas, 4,32,-cl-std=CL1.2,4096,0.07851
myGEMM.cu, 4,32,-cl-std=CL1.2,4096,0.11508
myGEMM.cl, 4,32,-cl-std=CL1.2,4096,0.11349
   cuBLAS, 5,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 5,16,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 5,16,-cl-std=CL1.2,1024,0.00312
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.00471
   cuBLAS, 5,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 5,16,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 5,16,-cl-std=CL1.2,2048,0.02366
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,0.02601
   cuBLAS, 5,16,-cl-std=CL1.2,4096,0.03027
   clBlas, 5,16,-cl-std=CL1.2,4096,0.07721
myGEMM.cu, 5,16,-cl-std=CL1.2,4096,0.17089
myGEMM.cl, 5,16,-cl-std=CL1.2,4096,0.23532
   cuBLAS, 5,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 5,32,-cl-std=CL1.2,1024,0.00350
myGEMM.cu, 5,32,-cl-std=CL1.2,1024,0.00270
myGEMM.cl, 5,32,-cl-std=CL1.2,1024,0.00430
   cuBLAS, 5,32,-cl-std=CL1.2,2048,0.00544
   clBlas, 5,32,-cl-std=CL1.2,2048,0.01836
myGEMM.cu, 5,32,-cl-std=CL1.2,2048,0.01544
myGEMM.cl, 5,32,-cl-std=CL1.2,2048,0.02341
   cuBLAS, 5,32,-cl-std=CL1.2,4096,0.02620
   clBlas, 5,32,-cl-std=CL1.2,4096,0.08179
myGEMM.cu, 5,32,-cl-std=CL1.2,4096,0.12257
myGEMM.cl, 5,32,-cl-std=CL1.2,4096,0.18583
   cuBLAS, 6,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 6,16,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 6,16,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,0.00138
   cuBLAS, 6,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 6,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 6,16,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,0.00820
   cuBLAS, 6,16,-cl-std=CL1.2,4096,0.02536
   clBlas, 6,16,-cl-std=CL1.2,4096,0.08067
myGEMM.cu, 6,16,-cl-std=CL1.2,4096,0.03304
myGEMM.cl, 6,16,-cl-std=CL1.2,4096,0.04135
   cuBLAS, 6,32,-cl-std=CL1.2,1024,0.00092
   clBlas, 6,32,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 6,32,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL1.2,1024,0.00138
   cuBLAS, 6,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 6,32,-cl-std=CL1.2,2048,0.01812
myGEMM.cu, 6,32,-cl-std=CL1.2,2048,0.00698
myGEMM.cl, 6,32,-cl-std=CL1.2,2048,0.00597
   cuBLAS, 6,32,-cl-std=CL1.2,4096,0.03116
   clBlas, 6,32,-cl-std=CL1.2,4096,0.08385
myGEMM.cu, 6,32,-cl-std=CL1.2,4096,0.03506
myGEMM.cl, 6,32,-cl-std=CL1.2,4096,0.04111
   cuBLAS, 7,16,-cl-std=CL1.2,1024,0.00095
   clBlas, 7,16,-cl-std=CL1.2,1024,0.00337
myGEMM.cu, 7,16,-cl-std=CL1.2,1024,0.00145
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,0.00137
   cuBLAS, 7,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 7,16,-cl-std=CL1.2,2048,0.01808
myGEMM.cu, 7,16,-cl-std=CL1.2,2048,0.00750
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,0.00816
   cuBLAS, 7,16,-cl-std=CL1.2,4096,0.02712
   clBlas, 7,16,-cl-std=CL1.2,4096,0.07942
myGEMM.cu, 7,16,-cl-std=CL1.2,4096,0.03920
myGEMM.cl, 7,16,-cl-std=CL1.2,4096,0.03892
   cuBLAS, 7,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 7,32,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 7,32,-cl-std=CL1.2,1024,0.00135
myGEMM.cl, 7,32,-cl-std=CL1.2,1024,0.00139
   cuBLAS, 7,32,-cl-std=CL1.2,2048,0.00548
   clBlas, 7,32,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 7,32,-cl-std=CL1.2,2048,0.00654
myGEMM.cl, 7,32,-cl-std=CL1.2,2048,0.00707
   cuBLAS, 7,32,-cl-std=CL1.2,4096,0.03591
   clBlas, 7,32,-cl-std=CL1.2,4096,0.08089
myGEMM.cu, 7,32,-cl-std=CL1.2,4096,0.03750
myGEMM.cl, 7,32,-cl-std=CL1.2,4096,0.04053

 8
   cuBLAS, 3,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 3,16,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 3,16,-cl-std=CL2.0,1024,0.00233
myGEMM.cl, 3,16,-cl-std=CL2.0,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 3,16,-cl-std=CL2.0,2048,0.01804
myGEMM.cu, 3,16,-cl-std=CL2.0,2048,0.01764
myGEMM.cl, 3,16,-cl-std=CL2.0,2048,0.01876
   cuBLAS, 3,16,-cl-std=CL2.0,4096,0.02981
   clBlas, 3,16,-cl-std=CL2.0,4096,0.07966
myGEMM.cu, 3,16,-cl-std=CL2.0,4096,0.14438
myGEMM.cl, 3,16,-cl-std=CL2.0,4096,0.14517
   cuBLAS, 3,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 3,32,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 3,32,-cl-std=CL2.0,1024,0.00181
myGEMM.cl, 3,32,-cl-std=CL2.0,1024,0.00182
   cuBLAS, 3,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 3,32,-cl-std=CL2.0,2048,0.01825
myGEMM.cu, 3,32,-cl-std=CL2.0,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL2.0,2048,0.01408
   cuBLAS, 3,32,-cl-std=CL2.0,4096,0.02821
   clBlas, 3,32,-cl-std=CL2.0,4096,0.07833
myGEMM.cu, 3,32,-cl-std=CL2.0,4096,0.08456
myGEMM.cl, 3,32,-cl-std=CL2.0,4096,0.09031
   cuBLAS, 4,16,-cl-std=CL2.0,1024,0.00100
   clBlas, 4,16,-cl-std=CL2.0,1024,0.00390
myGEMM.cu, 4,16,-cl-std=CL2.0,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL2.0,1024,0.00283
   cuBLAS, 4,16,-cl-std=CL2.0,2048,0.00557
   clBlas, 4,16,-cl-std=CL2.0,2048,0.01806
myGEMM.cu, 4,16,-cl-std=CL2.0,2048,0.01634
myGEMM.cl, 4,16,-cl-std=CL2.0,2048,0.01606
   cuBLAS, 4,16,-cl-std=CL2.0,4096,0.02566
   clBlas, 4,16,-cl-std=CL2.0,4096,0.07766
myGEMM.cu, 4,16,-cl-std=CL2.0,4096,0.16417
myGEMM.cl, 4,16,-cl-std=CL2.0,4096,0.16228
   cuBLAS, 4,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 4,32,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 4,32,-cl-std=CL2.0,1024,0.00245
myGEMM.cl, 4,32,-cl-std=CL2.0,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 4,32,-cl-std=CL2.0,2048,0.01794
myGEMM.cu, 4,32,-cl-std=CL2.0,2048,0.01837
myGEMM.cl, 4,32,-cl-std=CL2.0,2048,0.01818
   cuBLAS, 4,32,-cl-std=CL2.0,4096,0.02614
   clBlas, 4,32,-cl-std=CL2.0,4096,0.07976
myGEMM.cu, 4,32,-cl-std=CL2.0,4096,0.11392
myGEMM.cl, 4,32,-cl-std=CL2.0,4096,0.11212
   cuBLAS, 5,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 5,16,-cl-std=CL2.0,1024,0.00334
myGEMM.cu, 5,16,-cl-std=CL2.0,1024,0.00313
myGEMM.cl, 5,16,-cl-std=CL2.0,1024,0.00473
   cuBLAS, 5,16,-cl-std=CL2.0,2048,0.00544
   clBlas, 5,16,-cl-std=CL2.0,2048,0.01800
myGEMM.cu, 5,16,-cl-std=CL2.0,2048,0.02353
myGEMM.cl, 5,16,-cl-std=CL2.0,2048,0.02611
   cuBLAS, 5,16,-cl-std=CL2.0,4096,0.03127
   clBlas, 5,16,-cl-std=CL2.0,4096,0.07836
myGEMM.cu, 5,16,-cl-std=CL2.0,4096,0.16954
myGEMM.cl, 5,16,-cl-std=CL2.0,4096,0.23488
   cuBLAS, 5,32,-cl-std=CL2.0,1024,0.00105
   clBlas, 5,32,-cl-std=CL2.0,1024,0.00345
myGEMM.cu, 5,32,-cl-std=CL2.0,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL2.0,1024,0.00432
   cuBLAS, 5,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 5,32,-cl-std=CL2.0,2048,0.01809
myGEMM.cu, 5,32,-cl-std=CL2.0,2048,0.01999
myGEMM.cl, 5,32,-cl-std=CL2.0,2048,0.02393
   cuBLAS, 5,32,-cl-std=CL2.0,4096,0.02964
   clBlas, 5,32,-cl-std=CL2.0,4096,0.07787
myGEMM.cu, 5,32,-cl-std=CL2.0,4096,0.12334
myGEMM.cl, 5,32,-cl-std=CL2.0,4096,0.18524
   cuBLAS, 6,16,-cl-std=CL2.0,1024,0.00098
   clBlas, 6,16,-cl-std=CL2.0,1024,0.00338
myGEMM.cu, 6,16,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL2.0,1024,0.00139
   cuBLAS, 6,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 6,16,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 6,16,-cl-std=CL2.0,2048,0.00695
myGEMM.cl, 6,16,-cl-std=CL2.0,2048,0.00677
   cuBLAS, 6,16,-cl-std=CL2.0,4096,0.03361
   clBlas, 6,16,-cl-std=CL2.0,4096,0.07921
myGEMM.cu, 6,16,-cl-std=CL2.0,4096,0.03406
myGEMM.cl, 6,16,-cl-std=CL2.0,4096,0.04221
   cuBLAS, 6,32,-cl-std=CL2.0,1024,0.00101
   clBlas, 6,32,-cl-std=CL2.0,1024,0.00330
myGEMM.cu, 6,32,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL2.0,1024,0.00138
   cuBLAS, 6,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 6,32,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 6,32,-cl-std=CL2.0,2048,0.00696
myGEMM.cl, 6,32,-cl-std=CL2.0,2048,0.00822
   cuBLAS, 6,32,-cl-std=CL2.0,4096,0.03685
   clBlas, 6,32,-cl-std=CL2.0,4096,0.07967
myGEMM.cu, 6,32,-cl-std=CL2.0,4096,0.03449
myGEMM.cl, 6,32,-cl-std=CL2.0,4096,0.03910
   cuBLAS, 7,16,-cl-std=CL2.0,1024,0.00095
   clBlas, 7,16,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 7,16,-cl-std=CL2.0,1024,0.00136
myGEMM.cl, 7,16,-cl-std=CL2.0,1024,0.00136
   cuBLAS, 7,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 7,16,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 7,16,-cl-std=CL2.0,2048,0.00748
myGEMM.cl, 7,16,-cl-std=CL2.0,2048,0.00814
   cuBLAS, 7,16,-cl-std=CL2.0,4096,0.02434
   clBlas, 7,16,-cl-std=CL2.0,4096,0.08016
myGEMM.cu, 7,16,-cl-std=CL2.0,4096,0.03817
myGEMM.cl, 7,16,-cl-std=CL2.0,4096,0.03921
   cuBLAS, 7,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 7,32,-cl-std=CL2.0,1024,0.00337
myGEMM.cu, 7,32,-cl-std=CL2.0,1024,0.00135
myGEMM.cl, 7,32,-cl-std=CL2.0,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 7,32,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 7,32,-cl-std=CL2.0,2048,0.00747
myGEMM.cl, 7,32,-cl-std=CL2.0,2048,0.00628
   cuBLAS, 7,32,-cl-std=CL2.0,4096,0.02553
   clBlas, 7,32,-cl-std=CL2.0,4096,0.07865
myGEMM.cu, 7,32,-cl-std=CL2.0,4096,0.03878
myGEMM.cl, 7,32,-cl-std=CL2.0,4096,0.03992
   cuBLAS, 3,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 3,16,-cl-std=CL1.2,1024,0.00341
myGEMM.cu, 3,16,-cl-std=CL1.2,1024,0.00234
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 3,16,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 3,16,-cl-std=CL1.2,2048,0.01763
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,0.01330
   cuBLAS, 3,16,-cl-std=CL1.2,4096,0.03039
   clBlas, 3,16,-cl-std=CL1.2,4096,0.07768
myGEMM.cu, 3,16,-cl-std=CL1.2,4096,0.14391
myGEMM.cl, 3,16,-cl-std=CL1.2,4096,0.14498
   cuBLAS, 3,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 3,32,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 3,32,-cl-std=CL1.2,1024,0.00185
myGEMM.cl, 3,32,-cl-std=CL1.2,1024,0.00181
   cuBLAS, 3,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 3,32,-cl-std=CL1.2,2048,0.01800
myGEMM.cu, 3,32,-cl-std=CL1.2,2048,0.01335
myGEMM.cl, 3,32,-cl-std=CL1.2,2048,0.01408
   cuBLAS, 3,32,-cl-std=CL1.2,4096,0.02571
   clBlas, 3,32,-cl-std=CL1.2,4096,0.07691
myGEMM.cu, 3,32,-cl-std=CL1.2,4096,0.08743
myGEMM.cl, 3,32,-cl-std=CL1.2,4096,0.08940
   cuBLAS, 4,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 4,16,-cl-std=CL1.2,1024,0.00335
